id,brand_id,main_image,title,description,price,weight,is_discounted,popularity,created_at,updated_at,buy_price,is_deleted,is_dark,full_description,state,original_title,composition,cover,crop_x,crop_y,crop_w,crop_h,set,sold_in_money_terms,allow_order_when_out_of_stock,sales_notes,yml_title,yml_description,bid,cbid,workflow_state
15,,12603470d8028dba.jpg,Ажурное сердце,"Сплав недрагоценных металлов
Длина цепочки - 70 см, размер сердца - 4 на 3.5 см.",800,10,false,1,2012-08-18 19:24:01 +0400,2014-01-20 15:07:46 +0400,,false,false,,published,,,,,,,,false,0.0,false,,,,0,0,approved
16,,35de683de3dca7a1.jpg,Ажурное сердце,"Сплав недрагоценных металлов
Размер - 4 см., длина подвески - 70 см.",800,250,false,0,2012-08-18 19:24:01 +0400,2014-01-20 15:07:46 +0400,,false,false,,published,,,,,,,,false,0.0,false,,,,0,0,approved
17,,e36c4766363d1012.jpg,Ажурный ключ,"Сплав недрагоценных металлов, длина цепочки - 70 см., размер ключа - 7 см",700,10,false,2,2012-08-18 19:24:01 +0400,2014-04-21 12:06:57 +0400,,false,false,,published,,,,,,,,false,0.0,false,,,,0,0,approved
18,,4285cb0874c4dd77.jpg,Ажурный ключик," 

&nbsp;Сплав недрагоценных металлов
Размер - 6 см., длина цепочки - 60 см.
&nbsp;
",700,10,false,3,2012-08-18 19:24:01 +0400,2014-01-20 15:07:47 +0400,,false,false,,published,,,,,,,,false,0.0,false,,,,0,0,approved
19,,2964575a9f4a425d.jpg,Американские флажки,"Сплав недрагоценных металлов
Размер сережки - 3 см. вместе с застежкой",300,10,false,14,2012-08-18 19:24:01 +0400,2012-11-23 22:31:47 +0400,,true,false,,draft,,,,,,,,false,0.0,false,,,,0,0,approved
20,,8c2fafea47dc17ca.jpg,Американский паспорт,"Посеребреный сплав недрагоценных металлов
Штампованы с украшения 30х гг.
Размер сережки - 3 см. вместе с застежкой",300,10,false,1,2012-08-18 19:24:01 +0400,2014-01-20 15:07:47 +0400,,false,false,,published,,,,,,,,false,0.0,false,,,,0,0,approved
21,,072815d08130d972.jpg,Американский паспорт," 

Сплав недрагоценных металлов
Размер - 1 см.
",50,250,false,0,2012-08-18 19:24:01 +0400,2014-01-20 15:07:47 +0400,,false,false,,published,,,,,,,,false,0.0,false,,,,0,0,approved
22,,af97f2263283a189.jpg,Апельсиновый джем,"У нас в хостеле работает чудо девочка Катя, которая нереально вкусно готовит! Так вот, Катя делает очень крутые джемы, которые грех не продавать у нас!
Джемы полностью натуральные - состоят из фруктов, сахара и пектина - загустителя растительного происхождения (спецом, чтобы и вегетарианцы могли спокойно кушать Катины джемы). На вкус пектин никак не влияет, зато дает плюс в карму :)
Конкретно этот джем состоит из апельсина, сахара, корицы, кардамона, бадьяна, лимонной кислоты и пектина.
Объем баночки - 250 гр. Срок хранения - в закрытом виде 4 месяца, в открытом - месяц",180,30,false,5,2012-08-18 19:24:01 +0400,2014-06-14 23:35:00 +0400,,true,false,,draft,,,,,,,,false,0.0,false,,,,0,0,approved
23,,3b2070e38bfb3252.jpg,Афроамериканская женщина," 

&nbsp;Сплав недрагоценных металлов

Размер - 4 см., длина цепочки - 60 см.

&nbsp;
",500,10,false,1,2012-08-18 19:24:01 +0400,2014-01-20 15:07:47 +0400,,false,false,,published,,,,,,,,false,0.0,false,,,,0,0,approved
24,,189223e8ec57736a.jpg,Бабочка Pardes,"Бабочка с винтажной пуговицей с якорем на булавке
Сзади бабочки есть крепление для использования в качестве аксессуара для волос или броши",1200,20,false,4857,2012-08-18 19:24:01 +0400,2014-04-24 11:26:52 +0400,,false,false,,published,,,,,,,,false,0.0,false,,,,0,0,approved
25,,0667451e0785c121.jpg,Бабушкин ключ,"Сплав недрагоценных металлов
Длина цепочки - 70 см., размер ключа - 6 см.",600,10,false,0,2012-08-18 19:24:01 +0400,2014-01-20 15:07:47 +0400,,false,false,,published,,,,,,,,false,0.0,false,,,,0,0,approved
26,,5413d8bbbd67259c.jpg,База для макияжа UD,"Легендарная база, благодаря которой тени не будут осыпаться и продержаться на глазах в течение дня. Более того, Primer Potion делает цвета ярче и насыщенней. Если вы еще не поверили мне, прочитайте 55 отзывов на сайте Urban Decay, где этот продукт на протяжении 3 лет остается в разделе бестесселеров.
Цвет базы - натуральный
Объем - 10 мл.",1200,10,false,6,2012-08-18 19:24:01 +0400,2014-01-20 15:07:47 +0400,,false,false,,published,,,,,,,,false,0.0,false,,,,0,0,approved
27,,5919af5b2b14ccb4.jpg,Балерина," Сплав недрагоценных металлов
Длина цепочки - 45 см., размер подвески - 2.5 см.
В подарок увлекающимся танцами
",400,10,false,0,2012-08-18 19:24:01 +0400,2014-01-20 15:07:47 +0400,,false,false,,published,,,,,,,,false,0.0,false,,,,0,0,approved
28,3,23b2bbf2eb89a94f.jpg,Бальзам для губ EOS «мандарин»,"Бальзам для губ EOS с мандарином сделан на 95% из натуральных ингредиентов, содержит в себе масло ши, жожоба, витамин Е и является органическим продуктом. Помимо этого, этот бальзам действительно надолго увлажняет губы, способствует заживлению микротрещин и у него невероятно крутая упаковка!
",590,10,false,12678,2012-08-18 19:24:01 +0400,2015-08-08 13:28:54 +0300,238,false,false,"На 100% натуральный бальзам для губ, упакованный в симпатичную овальную сферу с крышкой. Рецептура на основе органических компонентов проверена и запатентована в институте Organic в Орегоне. Ваши губы всегда будут влажными, мягкими и гладкими. Ультраувлажняющая формула обеспечивает идеальный баланс вкуса и влаги.",published,EOS Smooth Sphere Lip Balm Sweet Medicated Tangerine ,"Olea Europaea (Olive) Fruit Oil*, Beeswax (Cire D'abeille)*, Cocos Nucifera (Coconut) Oil*, Simmondsia Chinensis (Jojoba) Seed Oil*, Mentha Piperita (Peppermint) Oil*, Butyrospermum Parkii (Shea Butter)*, Stevia Rebaudiana Leaf/Stem Extract*, Tocopherol, Limonene**, Linalool**. *Organic. **Component of Mentha Piperita (Peppermint) Oil*. Certified Organic by Oregon Tilth.",,14,53,321,255,false,0.0,false,,,,0,0,approved
29,3,b2958300990932f5.jpg,Бальзам EOS мята,"Бальзам для губ EOS с запахом мяты сделан на 95% из натуральных ингредиентов, содержит в себе масло ши и витамин Е, и является органическим продуктом. Этот бальзам действительно надолго увлажняет губы и у него невероятно крутая упаковка!",400,10,false,8138,2012-08-18 19:24:01 +0400,2014-11-14 14:12:47 +0300,224,true,false,"",published,"","",,135,64,370,277,false,0.0,false,,,,0,0,approved
30,3,319891d52dbee97a.jpg,Бальзам EOS фрукты,"Бальзам для губ EOS с фруктовым запахом сделан на 95% из натуральных ингредиентов, содержит в себе масло ши, жожоба и витамин Е, и является органическим продуктом. Этот бальзам действительно надолго увлажняет губы, способствует заживлению микротрещин и у него невероятно крутая упаковка!
 
 ",400,10,false,15108,2012-08-18 19:24:01 +0400,2015-08-08 13:14:30 +0300,100,true,false,"",published,,,,,,,,false,0.0,false,,,,0,0,approved
31,,fe08e9a164b64fb4.jpg,Бальзам Hurraw! с кокосом,"Полностью натуральные бальзамы для губ Hurraw! &nbsp;производятся на небольшом почти домашнем производстве в Whitefish штат Montana в США. Все бальзамы производятся из чистого органического масла, которое добывается при температуре, позволяющей всем веществам сохранять свои полезные свойства. Такой способ получения масла дольше, но и результат в тыщу раз круче. При производстве не используются синтетические ароматизаторы - если это Hurraw! с ванилью, значит в нем использован настоящий растительный экстракт ванили, если с ароматом кофе - значит настоящие какао-бобы. Овальная форма упаковки создана специально для того, чтобы бальзам было удобнее носить в заднем кармане джинс. Благодаря технологиям производства и натуральным маслам и ингредиентам в составе, бальзам получается супер питательным, увлажняющим и заживляющим мелкие ранки. Он не липкий, не сильно блестящий, не резкий в аромате, долгий в плане жизни и удобный в ношении, короче, один из самых крутых бальзамов для губ",300,10,false,0,2012-08-18 19:24:01 +0400,2014-01-20 15:07:47 +0400,,false,false,,published,,,,,,,,false,0.0,false,,,,0,0,approved
32,,05624dc821d2b903.jpg,Бальзам для волос на оливковом масле,"Маска-бальзам для волос на основе оливкового масла для поврежденных и хрупких волос. Помогает справиться с кудрявыми и вьющимися непослушными волосами. Реально творит с ними чудеса - после нанесения волосы приведены в порядок, не пушаться и не лезут в разные стороны, выглядят здоровыми и блестящими, а также становятся мягкими на ощупь.
Натуральный продукт, храните в холодильнике
Банки хватает на 3 месяца, объем - 250 мл.",900,30,false,4,2012-08-18 19:24:01 +0400,2014-01-20 15:07:47 +0400,,false,false,,published,,,,,,,,false,0.0,false,,,,0,0,approved
33,,a6c5f1d144d3e6c6.jpg,Бальзам для волос с томатным экстрактом,"Бальзам-маска Davines с томатным экстрактом для нормальных волос. Реально, творит чудеса с ними - делает их мягкими, объемными и блестящими, без утяжеления. Дарит волосам приятный сладковатый аромат и сохраняет его надолго
Натуральный продукт, храните в холодильнике
Банки хватает на 3 месяца, объем - 250 мл.",900,30,false,8,2012-08-18 19:24:01 +0400,2014-01-20 15:07:47 +0400,,false,false,,published,,,,,,,,false,0.0,false,,,,0,0,approved
34,,ff33cb5cb6c04b9b.jpg,Бальзам для губ,"Зуб даю, этот бальзам для губ занимает первое место среди всех гигиеничек среди девушек в группе girls only в Фейсбуке и на Амазоне. Он чем-то похож на знаменитый Carmex - отлично увлажняет и питает губы, вкусно пахнет и долго остается на губах. Мои подруги не ложатся спать, пока не намажуться им на ночь, без этого бальзама и губы на следующий день не те!",250,20,false,4049,2012-08-18 19:24:01 +0400,2014-04-23 15:47:09 +0400,,false,false,,published,,,,,,,,false,0.0,false,,,,0,0,approved
35,3,907709d06467063f.jpg,Бальзам для губ EOS «лимон»,"Бальзам для губ EOS с лимоном сделан на 95% из натуральных ингредиентов, содержит в себе масло ши, жожоба, витамин Е и является органическим продуктом. Помимо этого, этот бальзам действительно надолго увлажняет губы, способствует заживлению микротрещин и у него невероятно крутая упаковка!

",590,10,false,9946,2012-08-18 19:24:01 +0400,2015-09-30 17:38:27 +0300,315,false,false,"На 100% натуральный бальзам для губ, упакованный в симпатичную овальную сферу с крышкой. Рецептура на основе органических компонентов проверена и запатентована в институте Organic в Орегоне. Ваши губы всегда будут влажными, мягкими и гладкими. Ультраувлажняющая формула обеспечивает идеальный баланс вкуса и влаги.",published,EOS Smooth Sphere Lip Balm Sweet Lemon Drop,"Olea Europaea (Olive) Fruit Oil*, Beeswax (Cire D'abeille)*, Cocos Nucifera (Coconut) Oil*, Simmondsia Chinensis (Jojoba) Seed Oil*, Mentha Piperita (Peppermint) Oil*, Butyrospermum Parkii (Shea Butter)*, Stevia Rebaudiana Leaf/Stem Extract*, Tocopherol, Limonene**, Linalool**. *Organic. **Component of Mentha Piperita (Peppermint) Oil*. Certified Organic by Oregon Tilth.",,150,100,343,200,false,315.0,false,,,,0,0,approved
36,,ee719bd9e4cd1c57.jpg,Бальзам клубничный сорбет Strawberry Sorbet EOS,"Бальзам для губ EOS с ароматом клубничного сорбета сделан на 95% из натуральных ингредиентов, содержит в себе масло ши и витамин Е, и является органическим продуктом. Этот бальзам действительно надолго увлажняет губы и у него невероятно крутая упаковка!",400,10,false,37,2012-08-18 19:24:01 +0400,2014-01-20 15:07:47 +0400,100,false,false,,published,,,,,,,,false,0.0,false,,,,0,0,approved
37,,3c4199d7cc516ca4.jpg,Бальзам для губ Rosebud Perfume Co.,"Rosebud Perfume Co. начинали как небольшое семейное производство косметики. Сейчас их легендарные бальзамы и кремы для рук стали известны на весь мир и теперь любая девушка из Австралии или Германии хочет такой) Они невероятно сладко пахнут, упакованы в крутые винтажные баночки и отлично увлажняют губы :)",450,5,false,0,2012-08-18 19:24:01 +0400,2014-01-20 15:07:47 +0400,,false,false,,published,,,,,,,,false,0.0,false,,,,0,0,approved
38,,a842b2fce3d517d1.jpg,Бальзам для губ Rosebud Perfume Co.,"Rosebud Perfume Co. начинали как небольшое семейное производство косметики. Сейчас их легендарные бальзамы и кремы для рук стали известны на весь мир и теперь любая девушка из Австралии или Германии хочет такой) Этот бальзам с клубничным ароматом невероятно вкусно пахнет, упакован в крутую винтажную баночку и отлично увлажняет губы :)",450,5,false,3,2012-08-18 19:24:01 +0400,2014-01-20 15:07:47 +0400,,false,false,,published,,,,,,,,false,0.0,false,,,,0,0,approved
39,,d08fb982e9962394.jpg,Бальзам для губ Rosebud Perfume Co.,"Rosebud Perfume Co. начинали как небольшое семейное производство косметики. Сейчас их легендарные бальзамы и кремы для рук стали известны на весь мир и теперь любая девушка из Австралии или Германии хочет такой) Они невероятно пахнут, упакованы в крутые винтажные баночки и неплохо увлажняют губы :)
Конкретно этот отдает чем-то сладким с еле уловимым мятным ароматом",450,5,false,0,2012-08-18 19:24:01 +0400,2014-01-20 15:07:47 +0400,,false,false,,published,,,,,,,,false,0.0,false,,,,0,0,approved
40,,87e01179c42a68db.jpg,Бальзам для губ Yes to Carrots,"Бальзам для губ без цвета, но с ярким лимонный запахом. Надолго увлажняет губы и защищает от обветривания.&nbsp;
Объем - 4.25 гр.",350,10,false,0,2012-08-18 19:24:01 +0400,2014-01-20 15:07:47 +0400,,false,false,,published,,,,,,,,false,0.0,false,,,,0,0,approved
41,3,6fa8f14aba4af750.jpg,Бальзам для губ EOS «медовая дыня»,"На 100% натуральный бальзам для губ, упакованный в симпатичную овальную сферу с крышкой. Рецептура на основе органических компонентов проверена и запатентована в институте Organic в Орегоне. Ваши губы всегда будут влажными, мягкими и гладкими. Ультраувлажняющая формула обеспечивает идеальный баланс вкуса и влаги.",590,10,false,25665,2012-08-18 19:24:01 +0400,2015-09-30 17:38:37 +0300,315,false,false,"",published,Smooth Sphere Lip Balm Honeysuckle Honeydew EOS,"Olea Europaea (Olive) Fruit Oil*, Beeswax (Cire D'abeille)*, Cocos Nucifera (Coconut) Oil*, Simmondsia Chinensis (Jojoba) Seed Oil*, Mentha Piperita (Peppermint) Oil*, Butyrospermum Parkii (Shea Butter)*, Stevia Rebaudiana Leaf/Stem Extract*, Tocopherol, Limonene**, Linalool**. *Organic. **Component of Mentha Piperita (Peppermint) Oil*. Certified Organic by Oregon Tilth.",,71,60,294,277,false,315.0,false,,,,0,0,approved
42,,50bf5a640abaf226.jpg,Бальзам для губ с ароматом корицы и пряного чая,"Полностью натуральный бальзам для губ Softlips с пряным ароматом и корицей надолго увлажняет губы, не оставляя липкого блеска. Состоит только из настоящих сертифицированных органических продуктов. Одобрен Вернмунтскими фермерами :)
Состоит из кокосового масла, масла жожоба и каритэ, пчелиного воска и масла карите, содержит экстракт корицы и витамин Е",300,10,false,0,2012-08-18 19:24:01 +0400,2014-04-21 12:07:04 +0400,,false,false,,published,,,,,,,,false,0.0,false,,,,0,0,approved
43,,a314a2617bb8b8b0.jpg,Бальзам для губ с карите и цитрусовым ароматом,"Этот бальзам Out of Africa состоит аж на 30% из нерафинированного масла ши, что делает его уникальным. Максимум, сколько добавляют производители косметики - это 20%. Такое количество каритэ означает, что с этим бальзамом вы всю зиму проходите со здоровыми нежными и увлажненными губами.
Объем - больше, чем у других - 7 гр.
Без цвета, но со сладким приятным запахом апельсина.
Состав: Unrefined Shea Butter, Sunflower Oil, Grapeseed Oil. Candellia Wax, Cocoa Butter, Vanilla Planifolia (Vanilla) Flavor, Vitamin E, Rosemary Extract, Organic Calendula&nbsp;",400,10,false,0,2012-08-18 19:24:01 +0400,2014-01-20 15:07:47 +0400,,false,false,,published,,,,,,,,false,0.0,false,,,,0,0,approved
44,,186241aeeb1f6acf.jpg,Бальзам для губ с пряным ароматом,"Идеальный бальзам для зимы от Crazy Rumors - способствует заживлению микротрещинок, надолго увлажняет губы и оставляет приятный аромат пряного чая-латте.&nbsp;
Состав: органическое масло жожоба, оливковое масло, масло ши или каритэ, пчелиный воск, натуральный ароматизаторы, витамин E.&nbsp;
Объем: 4 гр.",400,10,false,0,2012-08-18 19:24:01 +0400,2014-01-20 15:07:47 +0400,,false,false,,published,,,,,,,,false,0.0,false,,,,0,0,approved
45,,fb37f5f510729a01.jpg,Бальзам для губ с экстрактом ванили,"Бальзам для губ с ароматом ванили увлажняет губы, не оставляя ощущения тяжелой пленки на губах или жирного блеска. Он легкий и быстро впитывающийся. Содержит в себе ингредиенты, обеспечивающие защиту от вредного воздействия ультрафиолета (уровень защиты 20).&nbsp;",400,10,false,0,2012-08-18 19:24:01 +0400,2014-01-20 15:07:47 +0400,,false,false,,published,,,,,,,,false,0.0,false,,,,0,0,approved
46,,2c1ab70e65645727.jpg,Бальзам для губ с ягодами акай,"Полностью натуральный и состоящий из сертифицированных органических продуктов бальзам для губ Softlips с ягодами акай, масло карите и витамином Е.&nbsp;
Увлажняет губы, не оставляя ощущения липкости, залечивает мелкие трещинки и надолго оставляет ощущение мягкости и нежности.&nbsp;
Состав: кокосовое и оливковое масло, масло жожоба, карите, экстракт ягод акай, витамин Е",300,10,false,0,2012-08-18 19:24:01 +0400,2014-01-20 15:07:47 +0400,,false,false,,published,,,,,,,,false,0.0,false,,,,0,0,approved
47,,b01f153526101a4d.jpg,Бальзам для кудрявых волос,"Бальзам-маска Davines на основе масла бурачника для тяжелых кудрявых волос. Реально, творит чудеса с ними - делает их мягкими и послушными и легко подающимися под выпрямление утюжком или щеткой и феном
Натуральный продукт, храните в холодильнике
Банки хватает на 3 месяца, объем - 250 мл.&nbsp;",900,30,false,1,2012-08-18 19:24:01 +0400,2014-01-20 15:07:47 +0400,,false,false,,published,,,,,,,,false,0.0,false,,,,0,0,approved
48,,83e2099155fbf2b7.jpg,Бальзам на основе козьего молока,"Бальзам для губ с козьим молоком сделан только из всего натурального, что только можно - в составе и оливковое масло, и пчелиный воск, и экстракт листьев розмарина и куча всего другого. Увлажняет даже самые сухие губы!",350,10,false,4,2012-08-18 19:24:01 +0400,2014-01-20 15:07:47 +0400,,false,false,,published,,,,,,,,false,0.0,false,,,,0,0,approved
49,,5052639ab0ee461a.jpg,Бежево-розовый Summer Peach," 

Лак American Apparel, цвет Summer Peach
Эти лаки - лучшее, что со мной случалось! Они все невероятных цветов, быстро высыхают и хорошо держатся. На картинке ногти накрашены одним слоем! Можно смело выбирать цвет по баночке - на ногтях он будет таким же
&nbsp;
Состав: Butyl Acetate, Ethyl Acetate, Nitrocelliulose, Adipic Acid/Neopentyl Glycol/Trimellitic Anhydride Copolymer, Acetyl Tributyl Citrate, Styrene/Acrylates Copolymer, Stearalkonium Hectorite, Isopropyl Alcohol, Camphor, Benzophenone-1
Объем - 15 мл.
",450,10,false,1,2012-08-18 19:24:01 +0400,2014-01-20 15:07:47 +0400,,false,false,,published,,,,,,,,false,0.0,false,,,,0,0,approved
50,,8c4f784e12ba657e.jpg,Бежевый Palm Springs," 

Лак American Apparel, цвет Palm Springs&nbsp;
Эти лаки - лучшее, что со мной случалось! Они все невероятных цветов, быстро высыхают и хорошо держатся. На картинке ногти накрашены одним слоем! Можно смело выбирать цвет по баночке - на ногтях он будет таким же
&nbsp;
Состав: Butyl Acetate, Ethyl Acetate, Nitrocelliulose, Adipic Acid/Neopentyl Glycol/Trimellitic Anhydride Copolymer, Acetyl Tributyl Citrate, Styrene/Acrylates Copolymer, Stearalkonium Hectorite, Isopropyl Alcohol, Camphor, Benzophenone-1
Объем - 15 мл.
",450,10,false,1,2012-08-18 19:24:01 +0400,2014-01-20 15:07:47 +0400,,false,false,,published,,,,,,,,false,0.0,false,,,,0,0,approved
51,,5379a7a71a0c0c4d.jpg,Белочка," 

Сплав недрагоценных металлов
Длина цепочки - 55 см., размер подвески - 2 см
&nbsp;
Идеально подойдет к зеленому свитеру с белочками TOPSHOP. Продается в наших магазинах, стоит около 2000 руб.
",400,10,false,0,2012-08-18 19:24:01 +0400,2014-01-20 15:07:47 +0400,,false,false,,published,,,,,,,,false,0.0,false,,,,0,0,approved
52,1,0187551330bdeafd.jpg,Белый T-Shirt American Apparel,"Лак American Apparel, цвет T-Shirt из последней коллекции.  Эти лаки - лучшее, что со мной случалось! Они все невероятных цветов, быстро высыхают и хорошо держатся. На картинке ногти накрашены одним слоем! Можно смело выбирать цвет по баночке - на ногтях он будет таким же. Объем - 15 мл.",450,20,false,3176,2012-08-18 19:24:01 +0400,2014-04-23 15:47:14 +0400,200,false,false,,published,,,,,,,,false,0.0,false,,,,0,0,approved
